community_id,actor_id,actor_name,weighted_degree,degree,actor_projects,producer_titles_count,all_roles,community_top_title_by_votes,community_top_title_votes,community_top_title_rating
115,nm0108943,Gaston Briese,54,51,6,0,actor,Metropolis (1927),200714,8.2
115,nm0765852,Alexander Sascha,53,50,6,0,actor,Metropolis (1927),200714,8.2
115,nm0373699,Ferenc Hegedüs,52,47,7,0,actor,Metropolis (1927),200714,8.2
115,nm0213638,Bruno Decarli,50,48,7,0,actor,Metropolis (1927),200714,8.2
115,nm0726166,Leni Riefenstahl,49,35,7,3,"actress, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0937339,Hilde Woerner,48,46,6,0,actress,Metropolis (1927),200714,8.2
115,nm0420699,Ria Jende,47,42,7,2,"actress, producer",Metropolis (1927),200714,8.2
115,nm0014974,Irén Ágay,45,27,5,0,actress,Metropolis (1927),200714,8.2
115,nm0659558,Mia Pankau,43,39,5,0,actress,Metropolis (1927),200714,8.2
115,nm0001443,Hedy Lamarr,36,35,4,0,actress,Metropolis (1927),200714,8.2
115,nm0937377,Max Wogritsch,35,35,5,0,actor,Metropolis (1927),200714,8.2
115,nm0524999,Ernst Ludwig,34,27,4,0,actor,Metropolis (1927),200714,8.2
115,nm0325670,Sidney M. Goldin,33,33,4,3,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0455992,Herbert Kiper,32,25,4,0,actor,Metropolis (1927),200714,8.2
115,nm0814222,Emil Sondermann,31,20,6,2,"actor, producer, writer",Metropolis (1927),200714,8.2
115,nm0559305,Ernst Matray,31,30,5,1,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0871215,Ludwig Trautmann,31,30,5,0,actor,Metropolis (1927),200714,8.2
115,nm0243017,Erich Dunskus,27,26,3,1,"actor, producer",Metropolis (1927),200714,8.2
115,nm0016826,Hans Albin,27,23,3,0,actor,Metropolis (1927),200714,8.2
115,nm0336379,Louis Graveure,27,23,3,0,actor,Metropolis (1927),200714,8.2
115,nm0894675,Hedda Vernon,25,25,3,0,actress,Metropolis (1927),200714,8.2
115,nm0560410,André Mattoni,24,24,3,0,actor,Metropolis (1927),200714,8.2
115,nm0226879,Lotte Neumann,23,22,5,0,"actress, writer",Metropolis (1927),200714,8.2
115,nm0596251,Hella Moja,23,23,3,0,"actress, writer",Metropolis (1927),200714,8.2
115,nm0954673,Frederic Zelnik,21,20,3,18,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0956428,Gyula Zilahi,20,19,3,1,"actor, director, producer",Metropolis (1927),200714,8.2
115,nm0412666,Karel Lamac,18,16,2,6,"actor, director, producer",Metropolis (1927),200714,8.2
115,nm0092294,Ilse Bois,18,15,5,0,actress,Metropolis (1927),200714,8.2
115,nm0903667,George Voskovec,18,17,2,0,"actor, writer",Metropolis (1927),200714,8.2
115,nm0921276,Jan Werich,18,17,2,0,"actor, writer",Metropolis (1927),200714,8.2
115,nm0002134,Paul Henreid,18,17,2,0,actor,Metropolis (1927),200714,8.2
115,nm0826014,Walter Steiner,18,18,2,0,actor,Metropolis (1927),200714,8.2
115,nm0843409,Lu Synd,17,15,4,1,"actress, producer",Metropolis (1927),200714,8.2
115,nm0856576,C.W. Tetting,17,17,2,0,actor,Metropolis (1927),200714,8.2
115,nm0921839,Paula Wessely,17,16,2,0,actress,Metropolis (1927),200714,8.2
115,nm0831499,Bob Stoll,15,15,2,1,"actor, producer, writer",Metropolis (1927),200714,8.2
115,nm0832605,Olaf Storm,14,14,2,0,actor,Metropolis (1927),200714,8.2
115,nm0298605,Werner Funck,14,14,2,0,"actor, director",Metropolis (1927),200714,8.2
115,nm0872326,Wanda Treumann,12,10,4,2,"actress, producer",Metropolis (1927),200714,8.2
115,nm0919976,Arthur Wellin,11,11,2,2,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0361518,Emmerich Hanus,11,11,2,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm0203452,Paul Davidson,9,9,1,40,"actor, producer",Metropolis (1927),200714,8.2
115,nm0652650,Richard Oswald,9,9,1,28,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0251456,Richard Eichberg,9,9,2,25,"actor, director, producer",Metropolis (1927),200714,8.2
115,nm8425237,nm8425237,9,9,1,25,"actor, producer",Metropolis (1927),200714,8.2
115,nm0417905,Jenö Janovics,9,9,1,11,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm8425238,nm8425238,9,9,1,6,"actor, producer",Metropolis (1927),200714,8.2
115,nm0483944,Gerhard Lamprecht,9,9,1,4,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0005713,Karl Freund,9,9,1,4,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0655065,Georg Wilhelm Pabst,9,9,1,3,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0051019,Béla Balogh,9,9,1,2,"actor, director, producer",Metropolis (1927),200714,8.2
115,nm0017614,Carlo Aldini,9,9,1,1,"actor, director, producer",Metropolis (1927),200714,8.2
115,nm0278807,Adolf Fischer,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0797541,Evaristo Signorini,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0194813,Hans Cürlis,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0728753,Hans Ritter,9,9,1,0,"actor, writer",Metropolis (1927),200714,8.2
115,nm1894707,Heinz Ullstein,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0803790,Kurt Skalden,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0869252,Walter Tost,9,9,1,0,actor,Metropolis (1927),200714,8.2
115,nm0414985,Georg Jacoby,8,8,1,2,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0356818,Alfred Halm,8,8,1,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm0152834,Erik Charell,8,8,1,0,"actor, director",Metropolis (1927),200714,8.2
115,nm0375871,Jenö Heltai,7,7,1,1,"actor, producer, writer",Metropolis (1927),200714,8.2
115,nm0388674,Franz Hofer,7,7,1,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm0915270,William Wauer,7,7,1,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm1104609,Margit B. Kornai,6,6,1,0,actress,Metropolis (1927),200714,8.2
115,nm1784615,Oskar Linke,6,6,1,0,actor,Metropolis (1927),200714,8.2
115,nm0901990,Sacy von Blondel,6,6,1,0,actress,Metropolis (1927),200714,8.2
115,nm0944268,Robert Wüllner,5,5,1,8,"actor, producer",Metropolis (1927),200714,8.2
115,nm0000485,Fritz Lang,5,5,1,2,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm0485161,Heinz Landsmann,5,5,1,1,"actor, producer",Metropolis (1927),200714,8.2
115,nm0000697,Billy Wilder,5,5,1,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm1779088,Eduard van Meghen,5,5,1,0,actor,Metropolis (1927),200714,8.2
115,nm0266691,Arnold Fanck,4,4,1,4,"actor, director, producer, writer",Metropolis (1927),200714,8.2
115,nm2007838,Oszkar Mogan,4,4,1,2,"actor, producer, writer",Metropolis (1927),200714,8.2
115,nm1355020,Reinhold Flügel,4,4,1,0,actor,Metropolis (1927),200714,8.2
115,nm0533048,Max Mack,3,3,1,0,"actor, director, writer",Metropolis (1927),200714,8.2
115,nm0907078,Harry Walden,2,2,1,0,actor,Metropolis (1927),200714,8.2
118,nm0455938,Teinosuke Kinugasa,1,1,1,1,"actor, director, producer, writer",Spark (1922),0,0.0
124,nm0508483,Minwei Li,9,9,1,1,"actor, director, producer",Xi xiang ji (1927),186,6.1
126,nm0954087,Ferdinand Zecca,2,2,5,0,"actor, director, writer",History of a Crime (1901),876,6.2
130,nm0640901,Fred O'Donovan,5,5,1,0,actor,"Ireland, a Nation (1914)",64,3.8
131,nm0387591,Hayford Hobbs,236,174,30,0,actor,The 39 Steps (1935),65989,7.6
131,nm0911914,Warwick Ward,222,203,27,0,actor,The 39 Steps (1935),65989,7.6
131,nm0124236,Anthony Bushell,217,197,25,0,actor,The 39 Steps (1935),65989,7.6
131,nm0541766,Miles Mander,215,194,27,2,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0052217,Monty Banks,213,188,25,3,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0001931,Binnie Barnes,213,184,25,0,actress,The 39 Steps (1935),65989,7.6
131,nm0637040,Ivor Novello,172,153,21,2,"actor, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0447597,Henry Kendall,165,144,20,0,actor,The 39 Steps (1935),65989,7.6
131,nm0050151,Betty Balfour,143,132,17,0,actress,The 39 Steps (1935),65989,7.6
131,nm0313449,Lupino Lane,135,109,24,4,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0118014,Jack Buchanan,129,117,17,0,"actor, director, writer",The 39 Steps (1935),65989,7.6
131,nm0404484,Harold Huth,123,111,15,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0104197,A.V. Bramble,116,54,25,0,"actor, director",The 39 Steps (1935),65989,7.6
131,nm0590055,John Mills,114,103,13,0,actor,The 39 Steps (1935),65989,7.6
131,nm0390979,Anthony Holles,109,101,13,0,actor,The 39 Steps (1935),65989,7.6
131,nm0362567,Cedric Hardwicke,107,97,13,0,actor,The 39 Steps (1935),65989,7.6
131,nm0672909,Esme Percy,103,91,12,0,actor,The 39 Steps (1935),65989,7.6
131,nm0643353,Merle Oberon,103,98,12,0,actress,The 39 Steps (1935),65989,7.6
131,nm0339504,Clare Greet,97,90,12,0,actress,The 39 Steps (1935),65989,7.6
131,nm0909398,Tom Walls,96,55,12,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0408172,A.B. Imeson,87,80,10,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0250038,Henry Edwards,86,74,12,5,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0371775,Louis Hayward,86,85,10,0,actor,The 39 Steps (1935),65989,7.6
131,nm0410216,Robin Irvine,85,79,11,0,actor,The 39 Steps (1935),65989,7.6
131,nm0623554,Anna Neagle,79,64,10,0,actress,The 39 Steps (1935),65989,7.6
131,nm0280242,Geraldine Fitzgerald,79,69,9,0,actress,The 39 Steps (1935),65989,7.6
131,nm0245579,Franklin Dyall,77,73,9,0,actor,The 39 Steps (1935),65989,7.6
131,nm0000059,Laurence Olivier,74,72,9,0,actor,The 39 Steps (1935),65989,7.6
131,nm0210116,Derrick De Marney,67,65,8,0,actor,The 39 Steps (1935),65989,7.6
131,nm0001224,Errol Flynn,64,58,8,0,actor,The 39 Steps (1935),65989,7.6
131,nm0560791,Joan Maude,62,59,7,0,actress,The 39 Steps (1935),65989,7.6
131,nm0526950,Stanley Lupino,61,54,7,2,"actor, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0401323,Jack Hulbert,61,55,7,0,"actor, director, writer",The 39 Steps (1935),65989,7.6
131,nm0855150,Walter Tennyson,59,58,7,0,actor,The 39 Steps (1935),65989,7.6
131,nm0378225,Leslie Henson,57,56,7,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0572220,Ivor McLaren,57,51,7,0,actor,The 39 Steps (1935),65989,7.6
131,nm0263052,Maurice Evans,57,56,7,0,actor,The 39 Steps (1935),65989,7.6
131,nm0276247,Gracie Fields,54,47,6,0,actress,The 39 Steps (1935),65989,7.6
131,nm0083433,Richard Bird,54,52,6,0,actor,The 39 Steps (1935),65989,7.6
131,nm0097848,Wallace Bosco,53,52,7,0,actor,The 39 Steps (1935),65989,7.6
131,nm0513325,Leon M. Lion,49,47,6,1,"actor, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0370144,Jack Hawkins,45,44,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0002504,Herbert Beerbohm Tree,44,41,5,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0000861,Freddie Bartholomew,44,43,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0724732,Ralph Richardson,44,43,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0557339,Raymond Massey,43,43,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0928295,Henry Wilcoxon,42,39,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0731182,J.H. Roberts,42,41,5,0,actor,The 39 Steps (1935),65989,7.6
131,nm0223160,George Dewhurst,41,37,6,2,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0666835,Fred Paul,37,33,6,2,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0851188,Reginald Tate,34,34,4,0,actor,The 39 Steps (1935),65989,7.6
131,nm0891061,Kathleen Vaughan,32,32,4,0,actress,The 39 Steps (1935),65989,7.6
131,nm0278084,Arthur Finn,27,27,3,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0161363,Esme Church,27,27,3,0,actress,The 39 Steps (1935),65989,7.6
131,nm0457333,Esther Kiss,27,27,3,0,actress,The 39 Steps (1935),65989,7.6
131,nm0056556,Patrick Barr,27,27,3,0,actor,The 39 Steps (1935),65989,7.6
131,nm0734516,Alfred Rode,26,24,3,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0256158,Nell Emerald,26,24,3,0,"actress, writer",The 39 Steps (1935),65989,7.6
131,nm0500171,Austin Leigh,25,25,4,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0129065,Dallas Cairns,24,23,3,0,actor,The 39 Steps (1935),65989,7.6
131,nm0360389,Nicholas Hannen,24,24,3,0,actor,The 39 Steps (1935),65989,7.6
131,nm0001322,Rex Harrison,24,24,3,0,actor,The 39 Steps (1935),65989,7.6
131,nm0605034,Sidney Morgan,18,18,2,4,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0685823,Archie Pitt,18,18,2,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0262647,Clifford Evans,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0519159,Reginald Long,18,14,2,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0809678,Reginald Smith,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0040644,Robert Atkins,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0001888,Robert Douglas,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0866029,Stan Tolhurst,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0355161,Tony Halfpenny,18,18,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0713283,Jack Raymond,17,17,2,2,"actor, director, producer",The 39 Steps (1935),65989,7.6
131,nm0816166,Harry Southwell,17,17,2,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0112641,Albert Brouett,17,17,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0715346,Carol Reed,17,17,2,0,"actor, director",The 39 Steps (1935),65989,7.6
131,nm0572138,Kenneth McLaglen,17,17,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0337916,Hughie Green,16,16,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0000051,James Mason,16,15,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0319031,Roland Gillett,16,16,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0003836,Michael Powell,15,15,2,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0107960,Leonard Brett,15,15,2,0,actor,The 39 Steps (1935),65989,7.6
131,nm0378408,Cecil M. Hepworth,13,9,3,89,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0002061,Maurice Elvey,10,7,2,15,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0872868,Laurence Trimble,10,10,2,2,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0940499,Arthur B. Woods,9,9,1,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0018440,George Alexander,9,9,1,1,"actor, producer",The 39 Steps (1935),65989,7.6
131,nm0360228,Pat Hanna,9,9,1,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0426601,Denis Johnston,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0232097,Eric Donaldson,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0161213,Fat Chung,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0672590,Harry S. Pepper,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0249207,Hindle Edgar,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0111703,Hugh Brooke,9,9,1,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0118646,Kenneth Milne-Buckley,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0446052,Pamela Mason,9,9,1,0,actress,The 39 Steps (1935),65989,7.6
131,nm0188493,Peter Croft,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0372539,Richard Hearne,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0724334,Shelah Richards,9,9,1,0,actress,The 39 Steps (1935),65989,7.6
131,nm0805532,Tod Slaughter,9,9,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0317350,Val Gielgud,9,9,1,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0323700,Edward Godal,8,8,1,6,"actor, director, producer",The 39 Steps (1935),65989,7.6
131,nm0332539,Edmund Goulding,8,8,1,3,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0923143,M.A. Wetherell,8,8,1,1,"actor, director, producer",The 39 Steps (1935),65989,7.6
131,nm0504381,Colin Lesslie,8,8,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0328916,Geoffrey Goodheart,8,8,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0687892,Graham Pockett,8,8,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0319146,Leslie Gilliat,8,8,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0319148,Sidney Gilliat,8,8,1,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm1035076,Mark Barker,7,7,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0421001,Warren Jenkins,7,7,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0454028,Anthony Kimmins,6,6,1,0,"actor, director, writer",The 39 Steps (1935),65989,7.6
131,nm0911436,Cecil Ward,6,6,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0269488,Eric Fawcett,6,6,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0943964,George Wynn,6,6,1,0,"actor, director",The 39 Steps (1935),65989,7.6
131,nm0531756,Ian MacDonald,6,6,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0926498,Norman Whitten,6,6,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0492444,Peter Lawford,6,6,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0922928,Charles Weston,5,5,2,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0508101,George Leyton,5,5,1,0,"actor, writer",The 39 Steps (1935),65989,7.6
131,nm0183586,John Counsell,5,5,1,0,actor,The 39 Steps (1935),65989,7.6
131,nm0139765,June Carr,5,5,1,0,actress,The 39 Steps (1935),65989,7.6
131,nm0565560,Winsor McCay,4,4,1,6,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0761770,Challis Sanderson,4,4,1,1,"actor, director, producer, writer",The 39 Steps (1935),65989,7.6
131,nm0002190,Anthony Asquith,4,4,1,0,"actor, director, writer",The 39 Steps (1935),65989,7.6
135,nm0585931,Adelqui Migliar,167,110,21,1,"actor, director, producer, writer",The Blue Angel (1930),17586,7.6
135,nm0212098,Willem van der Veer,108,79,13,0,actor,The Blue Angel (1930),17586,7.6
135,nm0072191,Alex Benno,59,40,7,1,"actor, director, producer, writer",The Blue Angel (1930),17586,7.6
135,nm0294276,Theo Frenkel,43,33,18,5,"actor, director, producer, writer",The Blue Angel (1930),17586,7.6
135,nm0887223,Jacques van Hoven,9,9,1,1,"actor, producer, writer",The Blue Angel (1930),17586,7.6
135,nm0318397,Johan Gildemeijer,9,9,1,1,"actor, director, producer, writer",The Blue Angel (1930),17586,7.6
137,nm0145527,Eduardo de Castro,4,4,1,0,actor,Brides of Sulu (1934),16,5.0
145,nm0209740,Rina De Liguoro,71,69,9,0,actress,Cabiria (1914),4329,7.1
145,nm0518352,Carlo Lombardi,70,57,8,0,actor,Cabiria (1914),4329,7.1
145,nm0080697,Ferruccio Biancini,26,25,3,5,"actor, director, producer, writer",Cabiria (1914),4329,7.1
145,nm0094801,Mario Bonnard,25,21,4,1,"actor, director, producer, writer",Cabiria (1914),4329,7.1
145,nm0209738,Giuseppe de Liguoro,9,9,2,1,"actor, director, producer",Cabiria (1914),4329,7.1
145,nm0609570,Luigi Mottura,9,9,1,0,actor,Cabiria (1914),4329,7.1
145,nm0558127,Raffaello Matarazzo,9,9,1,0,"actor, director, writer",Cabiria (1914),4329,7.1
145,nm0024847,Sergio Amidei,9,9,1,0,actor,Cabiria (1914),4329,7.1
146,nm0700209,Narciso Puignau,3,3,2,2,"actor, producer",Aventuras de un estudiante (1922),0,0.0
148,nm0670643,Mario Peixoto,7,7,1,1,"actor, director, producer, writer",Limit (1931),3253,7.0
148,nm0764009,Carmen Santos,7,7,1,0,actress,Limit (1931),3253,7.0
150,nm0710151,Devika Rani,18,16,3,3,"actress, producer",Achhut Kanya (1936),192,6.5
150,nm0695263,Kamta Prasad,18,16,2,0,actor,Achhut Kanya (1936),192,6.5
150,nm0006369,Ashok Kumar,9,9,1,0,actor,Achhut Kanya (1936),192,6.5
150,nm0222140,Bhaskar Dev,9,9,1,0,actor,Achhut Kanya (1936),192,6.5
151,nm0001908,Gilbert M. 'Broncho Billy' Anderson,874,121,195,228,"actor, director, producer, writer",The Great Train Robbery (1903),22737,7.2
151,nm0887714,Ernest Van Pelt,85,39,12,0,"actor, director",The Great Train Robbery (1903),22737,7.2
151,nm0924920,James H. White,4,4,2,2,"actor, director, producer",The Great Train Robbery (1903),22737,7.2
151,nm0692105,Edwin S. Porter,3,3,1,11,"actor, director, producer, writer",The Great Train Robbery (1903),22737,7.2
151,nm0309539,Betty Gates,3,3,1,0,actress,The Great Train Robbery (1903),22737,7.2
154,nm0300064,Jean Gabin,119,106,15,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0622772,René Navarre,88,63,13,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0272794,Fernandel,79,69,11,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0511729,Max Linder,71,56,19,1,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0078116,Francesca Bertini,68,65,12,0,"actress, director, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0605851,Gaby Morlay,59,58,8,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0241348,Charles Dullin,53,50,6,1,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0304098,Abel Gance,39,36,6,5,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0756679,Renée Saint-Cyr,36,36,4,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0674600,Léonce Perret,33,24,5,6,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0615736,Musidora,31,29,4,3,"actress, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0504562,Pierre Lestringuez,31,26,4,0,"actor, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0163229,René Clair,31,24,4,0,"actor, director, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0202555,André Daven,27,26,3,1,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0304848,Henri Garat,27,26,3,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0214937,Jean Dehelly,27,25,3,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0738780,Viviane Romance,27,24,3,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0719756,Jean Renoir,18,16,3,3,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0546621,Gilles Margaritis,18,18,2,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0307377,André Gargour,16,14,2,2,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0697512,Suzy Prim,16,16,3,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0431641,Odette Joyeux,15,14,2,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0525414,Luitz-Morat,14,14,2,1,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0076368,Raymond Bernard,14,14,2,1,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0176120,Nino Constantini,13,12,2,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0000320,Luis Buñuel,9,9,1,2,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0590668,Georges Milton,9,9,1,1,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0275494,Jacques Feyder,9,9,1,1,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0712915,Man Ray,9,9,1,1,"actor, director, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0922170,Julian West,9,9,1,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0040094,Junie Astor,9,9,1,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0854808,Paul Temps,9,9,1,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0077347,Simone Berriau,9,9,1,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0688543,Léon Poirier,8,8,1,0,"actor, director, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0501453,Camille Lemoine,7,7,1,1,"actress, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0657534,Gina Palerme,7,7,2,0,actress,The Passion of Joan of Arc (1928),67988,8.1
154,nm0105886,Pierre Braunberger,5,5,1,11,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0730647,Jacques Robert,5,5,1,2,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0911536,Francis Ward,4,4,1,0,actor,The Passion of Joan of Arc (1928),67988,8.1
154,nm0097918,Romeo Bosetti,3,3,1,3,"actor, producer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0245213,Julien Duvivier,3,3,1,2,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
154,nm0029253,Henri Andréani,2,2,1,1,"actor, director, producer, writer",The Passion of Joan of Arc (1928),67988,8.1
159,nm0304493,Wilf Gannon,1,1,1,1,"actor, director, producer, writer",Auntie's Antics (1929),0,0.0
162,nm0144879,Maria Emília Castelo Branco,47,41,6,1,"actress, producer",A Song of Lisbon (1933),1626,7.7
162,nm0554098,Oliveira Martins,27,27,3,0,actor,A Song of Lisbon (1933),1626,7.7
162,nm0627348,Alberto de Castro Neves,21,20,4,1,"actor, producer",A Song of Lisbon (1933),1626,7.7
162,nm0327415,Adhemar Gonzaga,14,14,2,5,"actor, director, producer, writer",A Song of Lisbon (1933),1626,7.7
162,nm0210701,Manoel de Oliveira,9,9,1,1,"actor, director, producer",A Song of Lisbon (1933),1626,7.7
162,nm0702904,Adolfo Quaresma,9,9,1,0,"actor, director",A Song of Lisbon (1933),1626,7.7
162,nm0495046,Antônio Leal,9,9,1,0,actor,A Song of Lisbon (1933),1626,7.7
