community_id,actor_id,actor_name,weighted_degree,degree,actor_projects,producer_titles_count,all_roles,community_top_title_by_votes,community_top_title_votes,community_top_title_rating
162,nm0023463,Henrique Alves,9,9,1,0,actor,A Song of Lisbon (1933),1626,7.7
162,nm0651798,Oscarito,9,9,1,0,actor,A Song of Lisbon (1933),1626,7.7
162,nm0170137,Amélia Rey Colaço,7,7,1,0,actress,A Song of Lisbon (1933),1626,7.7
162,nm0328615,Romão Gonçalves,6,6,3,1,"actor, producer",A Song of Lisbon (1933),1626,7.7
162,nm0033452,Carlos de Arbués,6,6,1,1,"actor, director, producer",A Song of Lisbon (1933),1626,7.7
162,nm0057767,Luiz de Barros,5,5,1,1,"actor, director, producer, writer",A Song of Lisbon (1933),1626,7.7
162,nm0182036,Artur Costa de Macedo,1,1,1,8,"actor, director, producer, writer",A Song of Lisbon (1933),1626,7.7
163,nm0695264,L.V. Prasad,8,8,1,0,actor,The Light of the World (1931),155,6.6
176,nm0639280,Ricardo Núñez,110,92,15,0,actor,Drácula (1931),5616,7.0
176,nm0130482,Guillermo Calles,71,59,10,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0488591,Pedro Larrañaga,63,55,8,1,"actor, producer",Drácula (1931),5616,7.0
176,nm0176472,Miguel Contreras Torres,62,56,9,4,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0655893,Vincent Padula,62,53,8,0,actor,Drácula (1931),5616,7.0
176,nm0124387,Joaquín Busquets,62,51,7,0,actor,Drácula (1931),5616,7.0
176,nm0721074,Florián Rey,58,45,7,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0220230,Mimí Derba,48,38,6,5,"actress, director, producer, writer",Drácula (1931),5616,7.0
176,nm0673023,Ramón Pereda,45,43,5,0,actor,Drácula (1931),5616,7.0
176,nm0038102,Manuel Arvide,36,26,4,0,actor,Drácula (1931),5616,7.0
176,nm0674398,Benito Perojo,33,14,8,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0118272,José Buchs,23,18,3,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0305569,Arturo García Buhr,18,18,2,0,actor,Drácula (1931),5616,7.0
176,nm0317759,Federico Gil,18,16,2,0,actor,Drácula (1931),5616,7.0
176,nm0035408,Ramón Armengod,18,18,2,0,actor,Drácula (1931),5616,7.0
176,nm0025874,Raúl de Anda,18,18,2,0,actor,Drácula (1931),5616,7.0
176,nm0762271,Luis Sandrini,17,17,3,0,actor,Drácula (1931),5616,7.0
176,nm0600214,Felipe Montoya,15,15,2,0,actor,Drácula (1931),5616,7.0
176,nm0244502,Enrique Durán,11,9,3,1,"actor, producer",Drácula (1931),5616,7.0
176,nm0844790,Luis Sánchez Tello,9,9,1,1,"actor, producer",Drácula (1931),5616,7.0
176,nm0957783,Ángel Zomeño,9,9,1,1,"actor, producer",Drácula (1931),5616,7.0
176,nm0209802,Luis de Llano,9,7,2,0,actor,Drácula (1931),5616,7.0
176,nm0844788,Alfonso Sánchez Tello,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0005708,Alfredo Fraile,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0153261,Charlo,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0334607,Fernando Granada,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0525793,Folco Lulli,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0140459,Hugo del Carril,9,9,1,0,"actor, director, writer",Drácula (1931),5616,7.0
176,nm0904962,Jorge Vélez,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0179518,José María Cordero,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0393042,Juan de Homs,9,9,1,0,"actor, director",Drácula (1931),5616,7.0
176,nm0018602,Margarita Alexandre,9,9,1,0,actress,Drácula (1931),5616,7.0
176,nm0636969,Medea de Novara,9,9,1,0,actress,Drácula (1931),5616,7.0
176,nm0953236,Pablo Zapico,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0000784,Pedro Armendáriz,9,9,1,0,actor,Drácula (1931),5616,7.0
176,nm0130759,Antonio Calvache,8,8,1,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0708673,José Manuel Ramos,8,8,1,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0033120,Luis Araquistáin,8,8,1,0,actor,Drácula (1931),5616,7.0
176,nm0273203,Eusebio Fernández Ardavín,7,7,1,3,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0693492,Armando Pou,7,7,1,2,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0529924,Rafael López Rienda,7,7,1,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0317872,Telesforo Gil,7,7,1,1,"actor, director, producer, writer",Drácula (1931),5616,7.0
176,nm0430255,Elena Jordi,7,7,1,0,actress,Drácula (1931),5616,7.0
176,nm0127816,Francisco Cabrera,7,7,1,0,actor,Drácula (1931),5616,7.0
176,nm0487462,Fidel Lapetra,4,2,2,1,"actor, producer",Drácula (1931),5616,7.0
176,nm0274532,Antonio Ferrer,4,4,1,0,actor,Drácula (1931),5616,7.0
176,nm0797301,Santiago Sierra,4,4,1,0,"actor, director, writer",Drácula (1931),5616,7.0
176,nm0133593,Francisco Canaro,3,3,1,0,actor,Drácula (1931),5616,7.0
176,nm0328069,Aureliano González,2,2,1,3,"actor, director, producer",Drácula (1931),5616,7.0
182,nm0949397,Christopher Young,1,1,1,1,"actor, director, producer, writer",Schlitz on Mount Washington (1935),23,8.4
183,nm0002615,Siegmund Lubin,1,1,1,100,"actor, director, producer",Uncle Tom's Cabin (1903),32,5.0
189,nm0617588,Georges Méliès,35,24,36,25,"actor, director, producer, writer",A Trip to the Moon (1902),60676,8.1
190,nm0390776,Maury Holland,9,9,2,0,actor,So This Is Marriage (1929),17,5.1
192,nm0650650,Ramón Orrico Vidal,6,6,2,1,"actor, director, producer",El monje de Portacoeli (1923),0,0.0
200,nm14112091,Dwarkadas Narendas Sampat,6,6,1,0,actor,Bhakta Vidur (1922),7,5.6
200,nm0665381,Maneklal Patel,6,6,1,0,actor,Bhakta Vidur (1922),7,5.6
213,nm0170008,Arnaldo Coimbra,11,10,2,0,actor,O Fauno das Montanhas (1926),32,7.0
